1,2021030217061185,1
2,2021031003090852,1
3,2021021808023096,1
4,2021011708230665,1
5,2021030616381211,1
6,2021012621560277,1
7,2021011214205334,1
8,2021011608525285,1
9,2021011819232502,1
10,2021010516485135,1
11,2021012308244987,1
12,2021010908200962,1
13,2021020714591492,1
14,2021012417552637,1
15,2021030717383877,1
16,2021030817385198,1
17,2021020221580619,1
18,2021012810562979,1
19,2021012318545456,1
20,2021010611192229,1
21,2021030118360004,1
22,2021022421341693,1
23,2021011706230446,1
24,2021020306281070,1
25,2021010500182713,1
26,2021013102273106,1
27,2021022106330918,1
28,2021021421014472,1
29,2021012923271838,1
30,2021031209094029,1
31,2021030317062726,1
32,2021021621321321,1
33,2021020717291727,1
34,2021012420253076,1
35,2021031000390743,1
36,2021012419552968,1
37,2021030720383988,1
38,2021011815532330,1
39,2021011508522234,1
40,2021020323282151,1
41,2021021414314206,1
42,2021022111331243,1
43,2021021514015244,1
44,2021010801495472,1
45,2021021920325210,1
46,2021020419583091,1
47,2021010514484830,1
48,2021021119310440,1
49,2021013123574231,1
50,2021022623045506,1
51,2021021305312371,1
52,2021021915324866,1
53,2021010509483996,1
54,2021022521044003,1
55,2021012323245789,1
56,2021020104574507,1
57,2021013108573448,1
58,2021030111055621,1
59,2021031122393451,1
60,2021012514554688,1
61,2021010613192576,1
62,2021030703082949,1
63,2021021804322967,1
64,2021022013030085,1
65,2021031118393332,1
66,2021021001001311,1
67,2021011502221621,1
68,2021022620045314,1
69,2021012104542153,1
70,2021010402181342,1
71,2021022523044122,1
72,2021020809292534,1
73,2021021612020760,1
74,2021020303280929,1
75,2021030906085856,1
76,2021020503283583,1
77,2021031113092939,1
78,2021011014202742,1
79,2021021216311736,1
80,2021010712194937,1
81,2021020501283435,1
82,2021030214061062,1
83,2021021318013114,1
84,2021012001240450,1
85,2021011117204160,1
86,2021010921201861,1
87,2021012610255633,1
88,2021010804495665,1
89,2021020820593186,1
90,2021030808384600,1
91,2021010815500062,1
92,2021010913201292,1
93,2021021223012015,1
94,2021012614255791,1
95,2021030516073127,1
96,2021022005025632,1
97,2021011523224645,1
98,2021010619193547,1
99,2021012116242767,1
100,2021011101203244,1
101,2021030302361929,1
102,2021011113503902,1
103,2021021923325291,1
104,2021030500370514,1
105,2021022204332169,1
106,2021020119575191,1
107,2021030720083973,1
108,2021022314333990,1
109,2021011710230751,1
110,2021012720561497,1
111,2021010813195956,1
112,2021030715083718,1
113,2021021600315815,1
114,2021012203243430,1
115,2021022310033722,1
116,2021020702590319,1
117,2021012516554769,1
118,2021022816353369,1
119,2021021113310145,1
120,2021021020004496,1
121,2021020315281561,1
